test_month,target,train_rows,test_rows,mae,rmse,r2,baseline_mae,baseline_rmse,baseline_r2,mae_improvement_pct,iterations,actual_mean,predicted_mean,mean_bias,actual_std,predicted_std,actual_min,predicted_min,actual_max,predicted_max,within_tolerance_pct,tolerance
2025-03,target_currentspeed,88985,48360,1.5485858943727158,2.0356997324831396,0.9676274382320985,2.4430623054504395,3.369826979454577,0.9112915992736816,36.61291851141736,180,36.123435974121094,36.13140248093531,0.007967818057242825,11.314234733581543,11.10878345356076,6.0,6.13579625687901,59.70000076293945,53.96938787846413,97.9859387923904,5.0
2025-03,target_traffic_density,88985,48360,0.027179951622553884,0.03688271353873342,0.9432587032817921,0.04627460241317749,0.06807020537995039,0.8067286014556885,41.263781415410016,180,0.21434718370437622,0.21427419971033318,-7.298796310259924e-05,0.15483646094799042,0.14970285674018524,0.0,0.012193108534647291,0.8600000143051147,0.841377452094044,86.58395368072787,0.05
2025-03,target_us_aqi,88985,48360,16.268812015062675,22.98477048456898,0.48224875385998733,14.29499626159668,20.586107239575355,0.5846738815307617,-13.807738857327482,180,82.55132293701172,73.58342531160623,-8.96789809616878,31.943286895751953,23.683555770032815,28.0,32.10377180841438,211.0,168.03290631984146,72.10297766749379,20.0
2025-04,target_currentspeed,137345,46800,1.6763418404731503,2.2564264836530157,0.960455834539569,2.555790662765503,3.489242916678602,0.9054411053657532,34.410049113362895,180,35.98816680908203,35.99126118916877,0.0030945301172284087,11.34697151184082,11.147840566556964,6.0,6.470716978769565,59.70000076293945,53.902841883347435,96.46153846153847,5.0
2025-04,target_traffic_density,137345,46800,0.03009434509179461,0.04271134676157062,0.926582224786958,0.048592738807201385,0.07057656267584987,0.7995363473892212,38.06822617840453,180,0.21675534546375275,0.21662088320227935,-0.0001344585620133552,0.15763136744499207,0.15260482220598537,0.0,0.016275034844299836,0.8600000143051147,0.8342594140014157,83.7542735042735,0.05
2025-04,target_us_aqi,137345,46800,12.724211699293212,17.0179467935039,0.7279679014278535,12.560961723327637,17.883266431547643,0.6996002793312073,-1.2996614396363866,180,87.24523162841797,88.57743650591925,1.332201463184202,32.62849807739258,25.218438444122793,30.0,39.07529645242187,186.0,170.97628010032247,78.95940170940172,20.0
2025-05,target_currentspeed,184145,48360,3.506331050847092,4.794574839004084,0.831824944478847,3.7143235206604004,5.0163149730467955,0.8159096837043762,5.59974026646789,180,34.507896423339844,36.97295056280049,2.46505560929442,11.691475868225098,9.622073415661323,6.0,11.039597275750342,59.099998474121094,53.95902568689439,76.30066170388751,5.0
2025-05,target_traffic_density,184145,48360,0.07387191902483384,0.10651737072259908,0.6177146559754121,0.07059552520513535,0.09909618233769492,0.6691274642944336,-4.641078609696577,180,0.24453948438167572,0.18338036244050468,-0.06115913289672905,0.17227672040462494,0.11327374106495791,0.0,0.02257061931755463,0.8600000143051147,0.7292234206037989,52.35525227460711,0.05
2025-05,target_us_aqi,184145,48360,15.379568251081569,20.210867654378294,0.7313076883051227,16.392742156982422,22.93511701049629,0.6539911031723022,6.180624914357576,180,96.48136901855469,93.72603252710412,-2.755336372813175,38.9903678894043,31.039161297711704,23.0,35.351410385191514,204.0,168.8864215247544,73.26095947063689,20.0
2025-06,target_currentspeed,232505,46800,3.0346578428894055,3.9015440694588333,0.8926222823081256,4.202093601226807,5.477598867703691,0.788348376750946,27.782240690606386,180,33.30276870727539,33.6563085242577,0.3535414296598485,11.906371116638184,11.245650899074171,6.0,4.237321893069835,58.900001525878906,53.425346399042375,81.28632478632478,5.0
2025-06,target_traffic_density,232505,46800,0.05561308186498309,0.07314173909906709,0.8387066473581042,0.07892947643995285,0.10639962694587371,0.6586765646934509,29.54079467726885,180,0.2673017382621765,0.26071852675981283,-0.006583182501894096,0.18211975693702698,0.1675600026886026,0.0,0.024308803296322734,0.8700000047683716,0.8879224185796366,56.08119658119658,0.05
2025-06,target_us_aqi,232505,46800,17.103273645742764,21.869760180127766,0.5201609871201909,17.525020599365234,22.973840847390974,0.4704892635345459,2.4065418424543616,180,114.0585708618164,105.52388203666766,-8.534686339400723,31.57157325744629,25.2117984242079,24.0,26.512637907225884,177.0,162.1375134688801,66.94444444444444,20.0
2025-07,target_currentspeed,279305,48360,3.0038316313469005,3.8068114227514527,0.8991717642910677,4.171317100524902,5.403417297187848,0.7968595027923584,27.988413276734345,180,32.93642044067383,33.16579112075634,0.22937259832661644,11.988649368286133,11.291686269861794,6.0,4.735920094796446,58.5,53.44341283736518,81.54466501240695,5.0
2025-07,target_traffic_density,279305,48360,0.05502710605443231,0.07150299747616014,0.8529449782998733,0.07792328298091888,0.10407238259657474,0.6884682178497314,29.382972650283705,180,0.27435731887817383,0.26965306013951024,-0.004704259677304293,0.18645942211151123,0.1700899351978585,0.0,0.020038675711805093,0.8700000047683716,0.8844397933025646,55.833333333333336,0.05
2025-07,target_us_aqi,279305,48360,12.431395433270556,15.830310233071007,0.460985033254952,10.400227546691895,14.962274540450998,0.5184767842292786,-19.530033140714647,180,81.73085021972656,90.17986004113052,8.449008097375364,21.56199836730957,21.652297955092358,26.0,29.34851967381431,155.0,145.88268759993602,78.92266335814723,20.0
2025-08,target_currentspeed,327665,48360,3.07959414358373,3.9042421441751904,0.8923718038319417,4.319619655609131,5.59881720313288,0.7786675095558167,28.706821685450887,180,32.84737014770508,33.23341861013477,0.38604888216668215,11.90073299407959,11.108179114723304,6.0,4.902750621882007,59.400001525878906,52.9435778157729,80.63482216708023,5.0
2025-08,target_traffic_density,327665,48360,0.05641658183311468,0.07351049235226503,0.8413931978305147,0.08112530410289764,0.1082948112046226,0.655778169631958,30.457478764508462,180,0.27547433972358704,0.2651002717637479,-0.01037408697203069,0.18458160758018494,0.16765601309073694,0.0,0.023624646581734465,0.8700000047683716,0.8577714763155011,54.90074441687345,0.05
2025-08,target_us_aqi,327665,48360,11.148673321384244,14.924026763759196,0.6456368889536659,14.381306648254395,18.99265910433596,0.4260844588279724,22.47802237957653,180,75.68328857421875,75.55968938179238,-0.12360259504798228,25.0704288482666,17.535392456503494,22.0,29.507072834520912,155.0,135.55597150767701,83.92059553349876,20.0
2025-09,target_currentspeed,376025,46800,3.0630945263574976,3.898065456334167,0.8914853129410425,4.339860916137695,5.601952532566125,0.7758859395980835,29.419523216344672,180,32.87512969970703,33.34727791234069,0.472147576820212,11.833271980285645,11.127908536962627,6.0,3.906552586839577,59.400001525878906,52.89852905935405,80.7542735042735,5.0
2025-09,target_traffic_density,376025,46800,0.05627603849655657,0.073851861595484,0.8372294742732418,0.0816207304596901,0.10867163023245785,0.6475599408149719,31.05178282574973,180,0.2744343876838684,0.26276069602390695,-0.011673705546140247,0.18305160105228424,0.16766960999817201,0.0,0.023193434161397054,0.8700000047683716,0.8733915087648305,55.175213675213676,0.05
2025-09,target_us_aqi,376025,46800,10.77974141104658,15.354097073154097,0.5885189261855956,13.433674812316895,18.05946361535189,0.4307395815849304,19.755825850697313,180,69.2890396118164,64.01882902270087,-5.270209438837601,23.93587875366211,16.90760115387149,18.0,25.423108948076386,162.0,124.8913904356063,85.60470085470085,20.0
2025-10,target_currentspeed,422825,48360,3.0197218459582893,3.7938086633834476,0.8997193915934879,4.227917671203613,5.502942078651754,0.7890128493309021,28.576616651605043,180,33.377445220947266,33.24257067199528,-0.13487349792834427,11.980278968811035,11.263429226407656,6.0,3.984916270207097,59.70000076293945,52.91225459369922,82.24152191894127,5.0
2025-10,target_traffic_density,422825,48360,0.055149745112471,0.07054641403690728,0.8556295136463772,0.0788806825876236,0.10572545723523068,0.6757442951202393,30.08459954538475,180,0.2660696804523468,0.26820332200614266,0.0021336365055499304,0.18566744029521942,0.16948713434975526,0.0,0.026289601407883504,0.8600000143051147,0.8840023952572604,54.805624483043836,0.05
2025-10,target_us_aqi,422825,48360,12.739351431796353,17.056633305558222,0.5212639051725587,15.512138366699219,20.438728132298635,0.3125877380371094,17.87494972875799,180,75.22117614746094,73.71089379634071,-1.5102807280596198,24.651607513427734,19.573882456586926,21.0,28.058657041310244,217.0,136.27687935114102,80.6637717121588,20.0
2025-11,target_currentspeed,471185,46800,2.3529372404711486,3.082558793946073,0.9298922166583528,3.342513084411621,4.592910378466894,0.8443606495857239,29.605743311986657,180,35.12517166137695,34.670711345546984,-0.45446173283105995,11.642017364501953,11.194997363322255,6.0,5.65956006789095,59.70000076293945,53.674932803540095,91.11538461538461,5.0
2025-11,target_traffic_density,471185,46800,0.04398535511404069,0.0579879760232791,0.880915458661469,0.0633997917175293,0.09045598057739908,0.7102295756340027,30.622240353702523,180,0.23359614610671997,0.24455758752528947,0.01096143378033136,0.16803906857967377,0.1593236130669495,0.0,0.024024140271315324,0.8600000143051147,0.8600149292858946,66.25854700854701,0.05
2025-11,target_us_aqi,471185,46800,13.082771118182471,18.667431560549698,0.5567461348025571,15.829444885253906,21.983523354373055,0.3852790594100952,17.351674597446745,180,76.3422622680664,75.70647356294963,-0.6357913943153124,28.038726806640625,18.830937949115075,18.0,30.108972889160295,266.0,130.16070115322663,80.62179487179488,20.0
2025-12,target_currentspeed,517985,48360,1.5940140395934959,2.075215895395936,0.9668412051546684,2.440105438232422,3.3506330432877136,0.913557767868042,34.674378630614534,180,36.030250549316406,35.750345704016254,-0.27990450601217964,11.396300315856934,11.190886955878238,6.0,5.952672599132206,59.70000076293945,53.793797392971555,97.89081885856079,5.0
2025-12,target_traffic_density,517985,48360,0.028443504510914625,0.0381947314930222,0.9417625062805943,0.046157363802194595,0.06755319766782622,0.8178254961967468,38.37710352608515,180,0.2164156138896942,0.22213999492980338,0.0057243622853216155,0.15827128291130066,0.15516615767400693,0.0,0.021782381301422224,0.8700000047683716,0.8591571222785263,84.88833746898263,0.05
2025-12,target_us_aqi,517985,48360,16.66944634570409,23.201148149749255,0.4226545067797933,18.011228561401367,25.533714595700477,0.3007301092147827,7.449698454067485,180,85.99925231933594,92.314266444045,6.315010860918435,30.534555435180664,30.62625176888979,22.0,31.526263573692486,253.0,199.82625347204456,69.63813068651778,20.0
